MISSION ELAPSED TIME (min),WPSA,WPSA Range,DS54,DS54 Range,DS24,Range DS24,DS34,Range DS34
117.1082326,1,74284.61081,0,0,0,0,0,0
118.094466,1,74284.61081,1,68027.60838,0,0,0,0
119.094466,1,74284.61081,1,68027.60838,0,0,0,0
120.094466,1,74284.61081,1,68027.60838,0,0,0,0
121.094466,1,74284.61081,1,68027.60838,0,0,0,0
122.094466,1,74284.61081,1,68027.60838,0,0,0,0
123.094466,1,74284.61081,1,68027.60838,0,0,0,0
124.094466,1,74284.61081,1,68027.60838,0,0,0,0
125.094466,1,74284.61081,1,68027.60838,0,0,0,0
126.094466,1,74284.61081,1,68027.60838,0,0,0,0
127.094466,1,74284.61081,1,68027.60838,0,0,0,0
128.094466,1,74284.61081,1,68027.60838,0,0,0,0
129.094466,1,74284.61081,1,68027.60838,0,0,0,0
130.094466,1,74284.61081,1,68027.60838,0,0,0,0
131.094466,1,74284.61081,1,68027.60838,0,0,0,0
132.094466,1,74284.61081,1,68027.60838,0,0,0,0
133.094466,1,74284.61081,1,68027.60838,0,0,0,0
134.094466,1,74284.61081,1,68027.60838,0,0,0,0
135.094466,1,74284.61081,1,68027.60838,0,0,0,0
136.094466,1,74284.61081,1,68027.60838,0,0,0,0
137.094466,1,74284.61081,1,68027.60838,0,0,0,0
138.094466,1,74284.61081,1,68027.60838,0,0,0,0
139.094466,1,74284.61081,1,68027.60838,0,0,0,0
140.094466,1,74284.61081,1,68027.60838,0,0,0,0
141.094466,1,74284.61081,1,68027.60838,0,0,0,0
142.094466,1,74284.61081,1,68027.60838,0,0,0,0
143.094466,1,74284.61081,1,68027.60838,0,0,0,0
144.094466,1,74284.61081,1,68027.60838,0,0,0,0
145.094466,1,74284.61081,1,68027.60838,0,0,0,0
146.094466,1,74284.61081,1,68027.60838,0,0,0,0
147.094466,1,74284.61081,1,68027.60838,0,0,0,0
148.094466,1,74284.61081,1,68027.60838,0,0,0,0
149.094466,1,74284.61081,1,68027.60838,0,0,0,0
150.094466,1,74284.61081,1,68027.60838,0,0,0,0
151.094466,1,74284.61081,1,68027.60838,0,0,0,0
152.094466,1,74284.61081,1,68027.60838,0,0,0,0
153.094466,1,74284.61081,1,68027.60838,0,0,0,0
154.094466,1,74284.61081,1,68027.60838,0,0,0,0
155.094466,1,74284.61081,1,68027.60838,0,0,0,0
156.094466,1,74284.61081,1,68027.60838,0,0,0,0
157.094466,1,74284.61081,1,68027.60838,0,0,0,0
158.094466,1,74284.61081,1,68027.60838,0,0,0,0
159.094466,1,74284.61081,1,68027.60838,0,0,0,0
160.094466,1,74284.61081,1,68027.60838,0,0,0,0
161.094466,1,74284.61081,1,68027.60838,0,0,0,0
162.094466,1,74284.61081,1,68027.60838,0,0,0,0
163.094466,1,74284.61081,1,68027.60838,0,0,0,0
164.094466,1,74284.61081,1,68027.60838,0,0,0,0
165.094466,1,74284.61081,1,68027.60838,0,0,0,0
166.094466,1,74284.61081,1,68027.60838,0,0,0,0
167.094466,1,74284.61081,1,68027.60838,0,0,0,0
168.094466,1,74284.61081,1,68027.60838,0,0,0,0
169.094466,1,74284.61081,1,68027.60838,0,0,0,0
170.094466,1,74284.61081,1,68027.60838,0,0,0,0
171.094466,1,74284.61081,1,68027.60838,0,0,0,0
172.094466,1,74284.61081,1,68027.60838,0,0,0,0
173.094466,1,74284.61081,1,68027.60838,0,0,0,0
174.094466,1,74284.61081,1,68027.60838,0,0,0,0
175.094466,1,74284.61081,1,68027.60838,0,0,0,0
176.094466,1,74284.61081,1,68027.60838,0,0,0,0
177.094466,1,74284.61081,1,68027.60838,0,0,0,0
178.094466,1,74284.61081,1,68027.60838,0,0,0,0
179.094466,1,74284.61081,1,68027.60838,0,0,0,0
180.094466,1,74284.61081,1,68027.60838,0,0,0,0
181.094466,1,74284.61081,1,68027.60838,0,0,0,0
182.094466,1,74284.61081,1,68027.60838,0,0,0,0
183.094466,1,74284.61081,1,68027.60838,0,0,0,0
184.094466,1,74284.61081,1,68027.60838,0,0,0,0
185.094466,1,74284.61081,1,68027.60838,0,0,0,0
186.094466,1,74284.61081,1,68027.60838,0,0,0,0
187.094466,1,74284.61081,1,68027.60838,0,0,0,0
188.094466,1,74284.61081,1,68027.60838,0,0,0,0
189.094466,1,74284.61081,1,68027.60838,0,0,0,0
190.094466,1,74284.61081,1,68027.60838,0,0,0,0
191.094466,1,74284.61081,1,68027.60838,0,0,0,0
192.094466,1,74284.61081,1,68027.60838,0,0,0,0
193.094466,1,74284.61081,1,68027.60838,0,0,0,0
194.094466,1,74284.61081,1,68027.60838,0,0,0,0
195.094466,1,74284.61081,1,68027.60838,0,0,0,0
196.094466,1,74284.61081,1,68027.60838,0,0,0,0
196.649466,1,74284.61081,1,68027.60838,0,0,0,0
197.649466,1,74284.61081,1,68027.60838,0,0,0,0
198.649466,1,74284.61081,1,68027.60838,0,0,0,0
199.649466,1,74284.61081,1,68027.60838,0,0,0,0
200.649466,1,74284.61081,1,68027.60838,0,0,0,0
201.649466,1,74284.61081,1,68027.60838,0,0,0,0
202.649466,1,74284.61081,1,68027.60838,0,0,0,0
203.649466,1,74284.61081,1,68027.60838,0,0,0,0
204.649466,1,74284.61081,1,68027.60838,0,0,0,0
205.649466,1,74284.61081,1,68027.60838,0,0,0,0
206.649466,1,74284.61081,1,68027.60838,0,0,0,0
207.649466,1,74284.61081,1,68027.60838,0,0,0,0
208.649466,1,74284.61081,1,68027.60838,0,0,0,0
209.649466,1,74284.61081,1,68027.60838,0,0,0,0
210.649466,1,74284.61081,1,68027.60838,0,0,0,0
211.649466,1,74284.61081,1,68027.60838,0,0,0,0
212.649466,1,74284.61081,1,68027.60838,0,0,0,0
213.649466,1,74284.61081,1,68027.60838,0,0,0,0
214.649466,1,74284.61081,1,68027.60838,0,0,0,0
215.649466,1,74284.61081,1,68027.60838,0,0,0,0
216.649466,1,74284.61081,1,68027.60838,0,0,0,0
217.649466,1,74284.61081,1,68027.60838,0,0,0,0
218.649466,1,74284.61081,1,68027.60838,0,0,0,0
219.649466,1,74284.61081,1,68027.60838,0,0,0,0
220.649466,1,74284.61081,1,68027.60838,0,0,0,0
221.649466,1,74284.61081,1,68027.60838,0,0,0,0
222.649466,1,74284.61081,1,68027.60838,0,0,0,0
223.649466,1,74284.61081,1,68027.60838,0,0,0,0
224.649466,1,74284.61081,1,68027.60838,0,0,0,0
225.649466,1,74284.61081,1,68027.60838,0,0,0,0
226.649466,1,74284.61081,1,68027.60838,0,0,0,0
227.649466,1,74284.61081,1,68027.60838,0,0,0,0
228.649466,1,74284.61081,1,68027.60838,0,0,0,0
229.649466,1,74284.61081,1,68027.60838,0,0,0,0
230.649466,1,74284.61081,1,68027.60838,0,0,0,0
231.649466,1,74284.61081,1,68027.60838,0,0,0,0
232.649466,1,74284.61081,1,68027.60838,0,0,0,0
233.649466,1,74284.61081,1,68027.60838,0,0,0,0
234.649466,1,74284.61081,1,68027.60838,0,0,0,0
235.649466,1,74284.61081,1,68027.60838,0,0,0,0
236.649466,1,74284.61081,1,68027.60838,0,0,0,0
237.649466,1,74284.61081,1,68027.60838,0,0,0,0
238.649466,1,74284.61081,1,68027.60838,0,0,0,0
239.649466,1,74284.61081,1,68027.60838,0,0,0,0
240.649466,1,74284.61081,1,68027.60838,0,0,0,0
241.649466,1,74284.61081,1,68027.60838,0,0,0,0
242.649466,1,74284.61081,1,68027.60838,0,0,0,0
243.649466,1,74284.61081,1,68027.60838,0,0,0,0
244.649466,1,74284.61081,1,68027.60838,0,0,0,0
245.649466,1,74284.61081,1,68027.60838,0,0,0,0
246.649466,1,74284.61081,1,68027.60838,0,0,0,0
247.649466,1,74284.61081,1,68027.60838,0,0,0,0
248.649466,1,74284.61081,1,68027.60838,0,0,0,0
249.649466,1,74284.61081,1,68027.60838,0,0,0,0
250.649466,1,74284.61081,1,68027.60838,0,0,0,0
251.649466,1,74284.61081,1,68027.60838,0,0,0,0
252.649466,1,74284.61081,1,68027.60838,0,0,0,0
253.649466,1,74284.61081,1,68027.60838,0,0,0,0
254.649466,1,74284.61081,1,68027.60838,0,0,0,0
255.649466,1,74284.61081,1,68027.60838,0,0,0,0
256.649466,1,74284.61081,1,68027.60838,0,0,0,0
257.649466,1,74284.61081,1,68027.60838,0,0,0,0
258.649466,1,74284.61081,1,68027.60838,0,0,0,0
259.649466,1,74284.61081,1,68027.60838,0,0,0,0
260.649466,1,74284.61081,1,68027.60838,0,0,0,0
261.649466,1,74284.61081,1,68027.60838,0,0,0,0
262.649466,1,74284.61081,1,68027.60838,0,0,0,0
263.649466,1,74284.61081,1,68027.60838,0,0,0,0
264.649466,1,74284.61081,1,68027.60838,0,0,0,0
265.649466,1,74284.61081,1,68027.60838,0,0,0,0
266.649466,1,74284.61081,1,68027.60838,0,0,0,0
267.649466,1,74284.61081,1,68027.60838,0,0,0,0
268.649466,1,74284.61081,1,68027.60838,0,0,0,0
269.649466,1,74284.61081,1,68027.60838,0,0,0,0
270.649466,1,74284.61081,1,68027.60838,0,0,0,0
271.649466,1,74284.61081,1,68027.60838,0,0,0,0
272.649466,1,74284.61081,1,68027.60838,0,0,0,0
273.649466,1,74284.61081,1,68027.60838,0,0,0,0
274.649466,1,74284.61081,1,68027.60838,0,0,0,0
275.649466,1,74284.61081,1,68027.60838,0,0,0,0
276.649466,1,74284.61081,1,68027.60838,0,0,0,0
277.649466,1,74284.61081,1,68027.60838,0,0,0,0
278.649466,1,74284.61081,1,68027.60838,0,0,0,0
279.649466,1,74284.61081,1,68027.60838,0,0,0,0
280.649466,1,74284.61081,1,68027.60838,0,0,0,0
281.649466,1,74284.61081,1,68027.60838,0,0,0,0
282.649466,1,74284.61081,1,68027.60838,0,0,0,0
283.649466,1,74284.61081,1,68027.60838,0,0,0,0
284.6427943,1,74284.61081,1,68027.60838,0,0,0,0
285.6427943,1,74284.61081,1,68027.60838,0,0,0,0
286.6427943,1,74284.61081,1,68027.60838,0,0,0,0
287.6427943,1,74284.61081,1,68027.60838,0,0,0,0
288.6427943,1,74284.61081,1,68027.60838,0,0,0,0
289.6427943,1,74284.61081,1,68027.60838,0,0,0,0
290.6427943,1,74284.61081,1,68027.60838,0,0,0,0
291.6427943,1,74284.61081,1,68027.60838,0,0,0,0
292.6427943,1,74284.61081,1,68027.60838,0,0,0,0
293.6427943,1,74284.61081,1,68027.60838,0,0,0,0
294.6427943,1,74284.61081,1,68027.60838,0,0,0,0
295.6427943,1,74284.61081,1,68027.60838,0,0,0,0
296.6427943,1,74284.61081,1,68027.60838,0,0,0,0
297.6427943,1,74284.61081,1,68027.60838,0,0,0,0
298.6427943,1,74284.61081,1,68027.60838,0,0,0,0
299.6427943,1,74284.61081,1,68027.60838,0,0,0,0
300.6427943,1,74284.61081,1,68027.60838,0,0,0,0
301.6427943,1,74284.61081,1,68027.60838,0,0,0,0
302.6427943,1,74284.61081,1,68027.60838,0,0,0,0
303.6427943,1,74284.61081,1,68027.60838,0,0,0,0
304.6427943,1,74284.61081,1,68027.60838,0,0,0,0
305.6427943,1,74284.61081,1,68027.60838,0,0,0,0
306.6427943,1,74284.61081,1,68027.60838,0,0,0,0
307.6427943,1,74284.61081,1,68027.60838,0,0,0,0
308.6427943,1,74284.61081,1,68027.60838,0,0,0,0
309.6427943,1,74284.61081,1,68027.60838,0,0,0,0
310.6427943,1,74284.61081,1,68027.60838,0,0,0,0
311.6427943,1,74284.61081,1,68027.60838,0,0,0,0
312.6427943,1,74284.61081,1,68027.60838,0,0,0,0
313.6427943,1,74284.61081,1,68027.60838,0,0,0,0
314.6427943,1,74284.61081,1,68027.60838,0,0,0,0
315.6427943,1,74284.61081,1,68027.60838,0,0,0,0
316.6427943,1,74284.61081,1,68027.60838,0,0,0,0
317.6427943,1,74284.61081,1,68027.60838,0,0,0,0
318.6427943,1,74284.61081,1,68027.60838,0,0,0,0
319.6427943,1,74284.61081,1,68027.60838,0,0,0,0
320.6427943,1,74284.61081,1,68027.60838,0,0,0,0
321.6427943,1,74284.61081,1,68027.60838,0,0,0,0
322.6427943,1,74284.61081,1,68027.60838,0,0,0,0
323.6427943,1,74284.61081,1,68027.60838,0,0,0,0
324.6427943,1,74284.61081,1,68027.60838,0,0,0,0
325.6427943,1,74284.61081,1,68027.60838,0,0,0,0
326.6427943,1,74284.61081,1,68027.60838,0,0,0,0
327.6427943,1,74284.61081,1,68027.60838,0,0,0,0
328.6427943,1,74284.61081,1,68027.60838,0,0,0,0
329.6427943,1,74284.61081,1,68027.60838,0,0,0,0
330.6427943,1,74284.61081,1,68027.60838,0,0,0,0
331.6427943,1,74284.61081,1,68027.60838,0,0,0,0
332.6427943,1,74284.61081,1,68027.60838,0,0,0,0
333.6427943,1,74284.61081,1,68027.60838,0,0,0,0
334.6427943,1,74284.61081,1,68027.60838,0,0,0,0
335.6427943,1,74284.61081,1,68027.60838,0,0,0,0
336.6427943,1,74284.61081,1,68027.60838,0,0,0,0
337.6427943,1,74284.61081,1,68027.60838,0,0,0,0
338.6427943,1,74284.61081,1,68027.60838,0,0,0,0
339.6427943,1,74284.61081,1,68027.60838,0,0,0,0
340.6427943,1,74284.61081,1,68027.60838,0,0,0,0
341.6427943,1,74284.61081,1,68027.60838,0,0,0,0
342.6427943,1,74284.61081,1,68027.60838,0,0,0,0
343.6427943,1,74284.61081,1,68027.60838,0,0,0,0
344.6427943,1,74284.61081,1,68027.60838,0,0,0,0
345.6427943,1,74284.61081,1,68027.60838,0,0,0,0
346.6427943,1,74284.61081,1,68027.60838,0,0,0,0
347.6427943,1,74284.61081,1,68027.60838,0,0,0,0
348.6427943,1,74284.61081,1,68027.60838,0,0,0,0
349.6427943,1,74284.61081,1,68027.60838,0,0,0,0
350.6427943,1,74284.61081,1,68027.60838,0,0,0,0
351.6427943,1,74284.61081,1,68027.60838,0,0,0,0
352.6427943,1,74284.61081,1,68027.60838,0,0,0,0
353.6427943,1,74284.61081,1,68027.60838,0,0,0,0
354.6427943,1,74284.61081,1,68027.60838,0,0,0,0
355.6427943,1,74284.61081,1,68027.60838,0,0,0,0
356.6427943,1,74284.61081,1,68027.60838,0,0,0,0
357.6427943,1,74284.61081,1,68027.60838,0,0,0,0
358.6427943,1,74284.61081,1,68027.60838,0,0,0,0
359.6427943,1,74284.61081,1,68027.60838,0,0,0,0
360.6427943,1,74284.61081,1,68027.60838,0,0,0,0
361.6427943,1,74284.61081,1,68027.60838,0,0,0,0
362.6427943,1,74284.61081,1,68027.60838,0,0,0,0
363.6427943,1,74284.61081,1,68027.60838,0,0,0,0
364.6427943,1,74284.61081,1,68027.60838,0,0,0,0
365.6427943,1,74284.61081,1,68027.60838,0,0,0,0
366.6427943,1,74284.61081,1,68027.60838,0,0,0,0
367.6427943,1,74284.61081,1,68027.60838,0,0,0,0
368.6427943,1,74284.61081,1,68027.60838,0,0,0,0
369.6427943,1,74284.61081,1,68027.60838,0,0,0,0
370.6427943,1,74284.61081,1,68027.60838,0,0,0,0
371.6427943,1,74284.61081,1,68027.60838,0,0,0,0
372.6427943,1,74284.61081,1,68027.60838,0,0,0,0
373.6427943,1,74284.61081,1,68027.60838,0,0,0,0
374.6427943,1,74284.61081,1,68027.60838,0,0,0,0
375.6427943,1,74284.61081,1,68027.60838,0,0,0,0
376.6427943,1,74284.61081,1,68027.60838,0,0,0,0
377.6427943,1,74284.61081,1,68027.60838,0,0,0,0
378.6427943,1,74284.61081,1,68027.60838,0,0,0,0
379.6427943,1,74284.61081,1,68027.60838,0,0,0,0
380.6427943,1,74284.61081,1,68027.60838,0,0,0,0
381.6427943,1,74284.61081,1,68027.60838,0,0,0,0
382.6427943,1,74284.61081,1,68027.60838,0,0,0,0
383.6427943,1,74284.61081,1,68027.60838,0,0,0,0
384.6427943,1,74284.61081,1,68027.60838,0,0,0,0
385.6427943,1,74284.61081,1,68027.60838,0,0,0,0
386.6427943,1,74284.61081,1,68027.60838,0,0,0,0
387.6427943,1,74284.61081,1,68027.60838,0,0,0,0
388.6427943,1,74284.61081,1,68027.60838,0,0,0,0
389.6427943,1,74284.61081,1,68027.60838,0,0,0,0
390.6427943,1,74284.61081,1,68027.60838,0,0,0,0
391.6427943,1,74284.61081,1,68027.60838,0,0,0,0
392.6427943,1,74284.61081,1,68027.60838,0,0,0,0
393.6427943,1,74284.61081,1,68027.60838,0,0,0,0
394.6427943,1,74284.61081,1,68027.60838,0,0,0,0
395.6427943,1,74284.61081,1,68027.60838,0,0,0,0
396.6427943,1,74284.61081,1,68027.60838,0,0,0,0
397.6427943,1,74284.61081,1,68027.60838,0,0,0,0
398.6427943,1,74284.61081,1,68027.60838,0,0,0,0
399.6427943,1,74284.61081,1,68027.60838,0,0,0,0
400.6427943,1,74284.61081,1,68027.60838,0,0,0,0
401.6427943,1,74284.61081,1,68027.60838,0,0,0,0
402.6427943,1,74284.61081,1,68027.60838,0,0,0,0
403.6427943,1,74284.61081,1,68027.60838,0,0,0,0
404.6427943,1,74284.61081,1,68027.60838,1,68425.73844,0,0
405.6427943,1,74284.61081,1,68027.60838,1,68425.73844,0,0
406.6427943,1,74284.61081,1,68027.60838,1,68425.73844,0,0
407.6427943,1,74284.61081,1,68027.60838,1,68425.73844,0,0
408.6427943,1,74284.61081,1,68027.60838,1,68425.73844,0,0
409.6427943,1,74284.61081,1,68027.60838,1,68425.73844,0,0
410.6427943,1,74284.61081,1,68027.60838,1,68425.73844,0,0
411.6427943,1,74284.61081,1,68027.60838,1,68425.73844,0,0
412.6427943,1,74284.61081,1,68027.60838,1,68425.73844,0,0
413.6427943,1,74284.61081,1,68027.60838,1,68425.73844,0,0
414.6427943,1,74284.61081,1,68027.60838,1,68425.73844,0,0
415.6427943,1,74284.61081,1,68027.60838,1,68425.73844,0,0
416.6427943,1,74284.61081,1,68027.60838,1,68425.73844,0,0
417.6427943,1,74284.61081,1,68027.60838,1,68425.73844,0,0
418.6427943,1,74284.61081,1,68027.60838,1,68425.73844,0,0
419.6427943,1,74284.61081,1,68027.60838,1,68425.73844,0,0
420.6427943,1,74284.61081,1,68027.60838,1,68425.73844,0,0
421.6427943,1,74284.61081,1,68027.60838,1,68425.73844,0,0
422.6427943,1,74284.61081,1,68027.60838,1,68425.73844,0,0
423.6427943,1,74284.61081,1,68027.60838,1,68425.73844,0,0
424.6427943,1,74284.61081,1,68027.60838,1,68425.73844,0,0
425.6427943,1,74284.61081,1,68027.60838,1,68425.73844,0,0
426.6427943,1,74284.61081,1,68027.60838,1,68425.73844,0,0
427.6427943,1,74284.61081,1,68027.60838,1,68425.73844,0,0
428.6427943,1,74284.61081,1,68027.60838,1,68425.73844,0,0
429.6427943,1,74284.61081,1,68027.60838,1,68425.73844,0,0
430.6427943,1,74284.61081,1,68027.60838,1,68425.73844,0,0
431.6427943,1,74284.61081,1,68027.60838,1,68425.73844,0,0
432.6427943,1,74284.61081,1,68027.60838,1,68425.73844,0,0
433.6427943,1,74284.61081,1,68027.60838,1,68425.73844,0,0
434.6427943,1,74284.61081,1,68027.60838,1,68425.73844,0,0
435.6427943,1,74284.61081,1,68027.60838,1,68425.73844,0,0
436.6427943,1,74284.61081,1,68027.60838,1,68425.73844,0,0
437.6427943,1,74284.61081,1,68027.60838,1,68425.73844,0,0
438.6427943,1,74284.61081,1,68027.60838,1,68425.73844,0,0
439.6427943,1,74284.61081,1,68027.60838,1,68425.73844,0,0
440.6427943,1,74284.61081,1,68027.60838,1,68425.73844,0,0
441.6427943,1,74284.61081,1,68027.60838,1,68425.73844,0,0
442.6427943,1,74284.61081,1,68027.60838,1,68425.73844,0,0
443.6427943,1,74284.61081,1,68027.60838,1,68425.73844,0,0
444.6427943,1,74284.61081,1,68027.60838,1,68425.73844,0,0
445.6427943,1,74284.61081,1,68027.60838,1,68425.73844,0,0
446.6427943,1,74284.61081,1,68027.60838,1,68425.73844,0,0
447.6427943,1,74284.61081,1,68027.60838,1,68425.73844,0,0
448.6427943,1,74284.61081,1,68027.60838,1,68425.73844,0,0
449.6427943,1,74284.61081,1,68027.60838,1,68425.73844,0,0
450.6427943,1,74284.61081,1,68027.60838,1,68425.73844,0,0
451.6427943,1,74284.61081,1,68027.60838,1,68425.73844,0,0
452.6427943,1,74284.61081,1,68027.60838,1,68425.73844,0,0
453.6427943,1,74284.61081,1,68027.60838,1,68425.73844,0,0
454.6427943,1,74284.61081,1,68027.60838,1,68425.73844,0,0
455.6427943,1,74284.61081,1,68027.60838,1,68425.73844,0,0
456.6427943,1,74284.61081,1,68027.60838,1,68425.73844,0,0
457.6427943,1,74284.61081,1,68027.60838,1,68425.73844,0,0
458.6427943,1,74284.61081,1,68027.60838,1,68425.73844,0,0
459.6427943,1,74284.61081,1,68027.60838,1,68425.73844,0,0
460.6427943,1,74284.61081,1,68027.60838,1,68425.73844,0,0
461.6427943,1,74284.61081,1,68027.60838,1,68425.73844,0,0
462.6427943,1,74284.61081,1,68027.60838,1,68425.73844,0,0
463.6427943,1,74284.61081,1,68027.60838,1,68425.73844,0,0
464.6427943,1,74284.61081,1,68027.60838,1,68425.73844,0,0
465.6427943,1,74284.61081,1,68027.60838,1,68425.73844,0,0
466.6427943,1,74284.61081,1,68027.60838,1,68425.73844,0,0
467.6427943,1,74284.61081,1,68027.60838,1,68425.73844,0,0
468.6427943,1,74284.61081,1,68027.60838,1,68425.73844,0,0
469.6427943,1,74284.61081,1,68027.60838,1,68425.73844,0,0
470.6427943,1,74284.61081,1,68027.60838,1,68425.73844,0,0
471.6427943,1,74284.61081,1,68027.60838,1,68425.73844,0,0
472.6427943,1,74284.61081,1,68027.60838,1,68425.73844,0,0
473.6427943,1,74284.61081,1,68027.60838,1,68425.73844,0,0
474.6427943,1,74284.61081,1,68027.60838,1,68425.73844,0,0
475.6427943,1,74284.61081,1,68027.60838,1,68425.73844,0,0
476.6427943,1,74284.61081,1,68027.60838,1,68425.73844,0,0
477.6427943,1,74284.61081,1,68027.60838,1,68425.73844,0,0
478.6427943,1,74284.61081,1,68027.60838,1,68425.73844,0,0
479.6427943,1,74284.61081,1,68027.60838,1,68425.73844,0,0
480.6427943,1,74284.61081,1,68027.60838,1,68425.73844,0,0
481.6427943,1,74284.61081,1,68027.60838,1,68425.73844,0,0
482.6427943,1,74284.61081,1,68027.60838,1,68425.73844,0,0
483.6427943,1,74284.61081,1,68027.60838,1,68425.73844,0,0
484.6427943,1,74284.61081,1,68027.60838,1,68425.73844,0,0
485.6427943,1,74284.61081,1,68027.60838,1,68425.73844,0,0
