MISSION ELAPSED TIME (min),WPSA,WPSA Range,DS54,DS54 Range,DS24,Range DS24,DS34,Range DS34,Antenna to use,,,,,,,,,,,,,,,,,Ppz
110.1082326,1,74284.61081,0,0,1,4297.006633,0,0,DS24,,,,,,,,,,,,,,,,,
111.1082326,1,74284.61081,0,0,1,4297.006633,0,0,DS24,,,,,,,,,,,,,,,,,
112.1082326,1,74284.61081,0,0,1,4297.006633,0,0,DS24,,,,,,,,,,,,,,,,,
113.1082326,1,74284.61081,0,0,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
114.1082326,1,74284.61081,0,0,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
115.1082326,1,74284.61081,0,0,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
116.1082326,1,74284.61081,0,0,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
117.1082326,1,74284.61081,0,0,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
118.094466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
119.094466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
120.094466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
121.094466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
122.094466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
123.094466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
124.094466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
125.094466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
126.094466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
127.094466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
128.094466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
129.094466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
130.094466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
131.094466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
132.094466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
133.094466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
134.094466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
135.094466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
136.094466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
137.094466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
138.094466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
139.094466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
140.094466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
141.094466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
142.094466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
143.094466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
144.094466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
145.094466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
146.094466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
147.094466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
148.094466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
149.094466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
150.094466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
151.094466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
152.094466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
153.094466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
154.094466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
155.094466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
156.094466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
157.094466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
158.094466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
159.094466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
160.094466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
161.094466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
162.094466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
163.094466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
164.094466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
165.094466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
166.094466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
167.094466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
168.094466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
169.094466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
170.094466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
171.094466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
172.094466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
173.094466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
174.094466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
175.094466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
176.094466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
177.094466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
178.094466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
179.094466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
180.094466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
181.094466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
182.094466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
183.094466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
184.094466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
185.094466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
186.094466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
187.094466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
188.094466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
189.094466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
190.094466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
191.094466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
192.094466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
193.094466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
194.094466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
195.094466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
196.094466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
196.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
197.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
198.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
199.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
200.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
201.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
202.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
203.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
204.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
205.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
206.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
207.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
208.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
209.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
210.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
211.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
212.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
213.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
214.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
215.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
216.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
217.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
218.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
219.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
220.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
221.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
222.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
223.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
224.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
225.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
226.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
227.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
228.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
229.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
230.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
231.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
232.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
233.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
234.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
235.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
236.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
237.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
238.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
239.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
240.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
241.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
242.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
243.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
244.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
245.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
246.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
247.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
248.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
249.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
250.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
251.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
252.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
253.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
254.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
255.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
256.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
257.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
258.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
259.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
260.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
261.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
262.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
263.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
264.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
265.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
266.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
267.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
268.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
269.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
270.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
271.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
272.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
273.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
274.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
275.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
276.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
277.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
278.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
279.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
280.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
281.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
282.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
283.649466,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
284.6427943,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
285.6427943,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
286.6427943,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
287.6427943,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
288.6427943,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
289.6427943,1,74284.61081,1,68027.60838,0,0,0,0,WPSA,,,,,,,,,,,,,,,,,
